0.18	0.08
0.179568	0.0785636
0.17807	0.0786418
0.176861	0.0777534
0.177076	0.0762689
0.177741	0.0749241
0.177205	0.0735231
0.17577	0.0730867
0.174836	0.0719131
0.173336	0.0719457
0.171838	0.0718648
0.170925	0.0706745
0.169974	0.0695153
0.168567	0.0689939
0.167248	0.0682795
0.165749	0.0682245
0.164249	0.0682552
0.16368	0.0668674
0.162451	0.0660074
0.161113	0.0653303
0.159744	0.0647175
0.158386	0.0640795
0.157602	0.0628006
0.156326	0.0635891
0.154829	0.0634946
0.153364	0.0631728
0.152584	0.0618915
0.152524	0.0603927
0.151025	0.0603981
0.149546	0.0606491
0.148062	0.0608692
0.146809	0.0600438
0.146342	0.0586185
0.146049	0.0571474
0.144575	0.0574279
0.143134	0.0570136
0.14194	0.0561044
0.140483	0.0557494
0.139235	0.054917
0.138111	0.053924
0.136705	0.0534023
0.135228	0.0531374
0.133744	0.0533537
0.132359	0.0527777
0.13086	0.0527152
0.129481	0.0521262
0.128026	0.0524913
0.126924	0.0514736
0.12571	0.0505927
0.124359	0.04994
0.122945	0.0494398
0.1215	0.0490369
0.120053	0.0494331
0.119255	0.0481629
0.119677	0.0467233
0.119115	0.0453325
0.117615	0.0453588
0.11614	0.0456286
0.114694	0.0452294
0.113304	0.0446653
0.112043	0.0438533
0.1106	0.043442
0.109544	0.0423763
0.108075	0.0426768
0.106766	0.0419439
0.105283	0.0421673
0.104117	0.0412239
0.103132	0.0423552
0.101635	0.0424612
0.100145	0.0422918
0.098838	0.0415558
0.0974285	0.0410426
0.0959879	0.0406245
0.0944881	0.04065
0.0931779	0.0399197
0.0916793	0.0398555
0.0902359	0.0394471
0.0888681	0.0400628
0.0873696	0.0401305
0.0860014	0.0395158
0.0845678	0.0399573
0.0835377	0.038867
0.0820624	0.0391381
0.0805719	0.0389693
0.0791017	0.0392671
0.0776948	0.0397872
0.076412	0.0390098
0.0749533	0.0393597
0.0735204	0.0389164
0.0720221	0.0389894
0.0706738	0.0383321
0.0692004	0.038051
0.0677087	0.0382091
0.0662389	0.0385083
0.064743	0.0383963
0.0632481	0.0385188
0.0618177	0.0389704
0.0603234	0.0391013
0.0589356	0.0385319
0.0575814	0.037887
0.0561546	0.03835
0.0546626	0.0381953
0.0536362	0.0371014
0.0521969	0.0366792
0.0522435	0.0351799
0.052028	0.0336955
0.0508553	0.0327601
0.0497712	0.0317234
0.0487957	0.030584
0.0482775	0.0291763
0.0471593	0.0281765
0.0470353	0.0266816
0.0458085	0.0258186
0.0445693	0.0249733
0.0442043	0.0235184
0.0428653	0.0228425
0.0415033	0.022214
0.0400092	0.0223473
0.0388045	0.0214536
0.0373154	0.0216341
0.035939	0.021038
0.0353064	0.0196779
0.0338702	0.0201108
0.0328592	0.0190027
0.0315258	0.0196897
0.0301243	0.0202242
0.0289285	0.0211297
0.0275456	0.0217109
0.0260457	0.0216934
0.025359	0.0203599
0.0239341	0.0198911
0.0224686	0.0202108
0.0210315	0.0206407
0.0197693	0.0198303
0.018412	0.0191916
0.0171758	0.0183421
0.0158034	0.0177368
0.0144535	0.0170827
0.0139814	0.0156589
0.0124866	0.015784
0.0110483	0.01621
0.0100225	0.0173044
0.00877024	0.01813
0.00727026	0.0181239
0.00596999	0.017376
0.00464113	0.0166802
0.00314366	0.0167673
0.00196549	0.0158389
0.000886973	0.0147964
-0.000601129	0.014985
-0.00189277	0.0142223
-0.00338612	0.0140812
-0.00487532	0.0139015
-0.00613502	0.0130872
-0.00633259	0.0116003
-0.00664409	0.010133
-0.00813929	0.010013
-0.00959312	0.0103823
-0.0110874	0.0102513
-0.01244	0.00960287
-0.0137806	0.00892991
-0.0151273	0.0095904
-0.0165451	0.0100803
-0.0179248	0.0106688
-0.019376	0.0110482
-0.020799	0.0105738
-0.0222685	0.0108749
-0.0234834	0.00999511
-0.0246538	0.00905692
-0.0259551	0.0083109
-0.0273223	0.00892804
-0.0287112	0.00836146
-0.0300787	0.00774497
-0.0311486	0.00669363
