0.893	-0.0287005	0.367164	0.0015846	-25.0581	-0.0175126	89.9641	-45.008	
0.894	-0.0358039	0.227459	0.00157094	-25.2287	-0.0530842	89.9644	-45.0079	
0.895	0.00770445	0.462322	0.00157094	-24.9081	0.00147532	89.9638	-45.0079	
0.896	0.00911147	0.455779	0.00155728	-24.9177	-0.00222664	89.9635	-45.0079	
0.897	0.0108873	0.451557	0.00154362	-24.9222	-0.00133872	89.9643	-45.0078	
0.898	0.010819	0.447009	0.00154362	-24.9209	-0.00136604	89.9644	-45.0078	
0.899	0.0108054	0.443006	0.00154362	-24.9199	-0.00143434	89.9644	-45.0077	
0.9	0.0107917	0.440083	0.00152996	-24.9198	-0.00143434	89.9646	-45.0077	
0.901	0.0107097	0.438266	0.00152996	-24.9204	-0.00142068	89.9647	-45.0077	
0.902	0.0105458	0.437446	0.0015163	-24.9216	-0.00142068	89.965	-45.0076	
0.903	0.0103272	0.437515	0.00150264	-24.9234	-0.00136604	89.9652	-45.0076	
0.904	0.0100677	0.438334	0.00150264	-24.9256	-0.00132506	89.9655	-45.0076	
0.905	0.00975351	0.439741	0.00148898	-24.9281	-0.00127042	89.9659	-45.0075	
0.906	0.009412	0.441544	0.00147532	-24.9309	-0.00120211	89.9662	-45.0075	
0.907	0.00905683	0.443566	0.00148898	-24.9338	-0.00112015	89.9666	-45.0074	
0.908	0.008688	0.445643	0.00147532	-24.9367	-0.00106551	89.9669	-45.0074	
0.909	0.00834649	0.44761	0.00146166	-24.9396	-0.000997208	89.9673	-45.0074	
0.91	0.00801864	0.44929	0.001448	-24.9422	-0.000942566	89.9676	-45.0073	
0.911	0.00771811	0.45056	0.001448	-24.9447	-0.000901585	89.9679	-45.0073	
0.912	0.00745857	0.451325	0.00143434	-24.9468	-0.000833283	89.9682	-45.0073	
0.913	0.00724	0.451489	0.00143434	-24.9485	-0.000805962	89.9685	-45.0072	
0.914	0.00706242	0.451025	0.00142068	-24.9498	-0.000778642	89.9687	-45.0072	
0.915	0.00693947	0.449891	0.00143434	-24.9508	-0.000751321	89.9689	-45.0072	
0.916	0.00687117	0.448088	0.00140702	-24.9513	-0.00073766	89.9691	-45.0071	
0.917	0.00684385	0.445656	0.00140702	-24.9514	-0.00073766	89.9692	-45.0071	
0.918	0.00687117	0.442637	0.00139336	-24.9511	-0.000751321	89.9693	-45.0071	
0.919	0.00692581	0.439127	0.0013797	-24.9506	-0.000764981	89.9694	-45.007	
0.92	0.00700777	0.435179	0.0013797	-24.9497	-0.000778642	89.9695	-45.007	
0.921	0.00711706	0.430917	0.00136604	-24.9487	-0.000819623	89.9696	-45.0069	
0.922	0.00725366	0.426436	0.0013797	-24.9475	-0.000846943	89.9696	-45.0069	
0.923	0.00739026	0.421832	0.00136604	-24.9463	-0.000860604	89.9697	-45.0069	
0.924	0.00752687	0.417229	0.00135238	-24.945	-0.000901585	89.9697	-45.0068	
0.925	0.00766347	0.412707	0.00135238	-24.9438	-0.000942566	89.9697	-45.0068	
0.926	0.00778642	0.408363	0.00133872	-24.9427	-0.000969887	89.9698	-45.0068	
0.927	0.0078957	0.404279	0.00133872	-24.9417	-0.000997208	89.9699	-45.0067	
0.928	0.00797766	0.400509	0.00132506	-24.9409	-0.000997208	89.9699	-45.0067	
0.929	0.0080323	0.397094	0.00132506	-24.9404	-0.00103819	89.97	-45.0067	
0.93	0.00807328	0.394075	0.00132506	-24.94	-0.00105185	89.9701	-45.0066	
0.931	0.00807328	0.391465	0.0013114	-24.9399	-0.00103819	89.9702	-45.0066	
0.932	0.00804596	0.389239	0.0013114	-24.9401	-0.00102453	89.9704	-45.0066	
0.933	0.00799132	0.387408	0.00129774	-24.9404	-0.00102453	89.9705	-45.0065	
0.934	0.00792302	0.385919	0.00129774	-24.941	-0.00101087	89.9707	-45.0065	
0.935	0.0078274	0.384745	0.00127042	-24.9417	-0.00101087	89.9708	-45.0065	
0.936	0.00770445	0.383843	0.00128408	-24.9426	-0.000983547	89.971	-45.0064	
0.937	0.00758151	0.383133	0.00128408	-24.9436	-0.000956226	89.9712	-45.0064	
0.938	0.00744491	0.382559	0.00127042	-24.9447	-0.000928906	89.9714	-45.0064	
0.939	0.00729464	0.382067	0.00125675	-24.9459	-0.000901585	89.9716	-45.0063	
0.94	0.00715804	0.381603	0.00124309	-24.947	-0.000887925	89.9718	-45.0063	
0.941	0.00702143	0.381097	0.00124309	-24.9481	-0.000846943	89.972	-45.0063	
0.942	0.00688483	0.38051	0.00124309	-24.9492	-0.000833283	89.9722	-45.0062	
0.943	0.00676189	0.379786	0.00122943	-24.9501	-0.000805962	89.9724	-45.0062	
0.944	0.0066526	0.378898	0.00122943	-24.951	-0.000792302	89.9726	-45.0062	
