-0.08	0.18
-0.0784754	0.170117
-0.0732588	0.161585
-0.0708836	0.151872
-0.0730224	0.142103
-0.0720734	0.132148
-0.0727843	0.122173
-0.0650251	0.115865
-0.0591436	0.107778
-0.0587102	0.097787
-0.0487181	0.09739
-0.0389368	0.0994699
-0.0299822	0.103921
-0.0201192	0.105571
-0.0106889	0.108898
-0.00549044	0.117441
0.0043897	0.118984
0.0115853	0.125929
0.0169758	0.134351
0.0209278	0.143537
0.0282592	0.150338
0.0378168	0.147396
0.0466115	0.142637
0.0532748	0.150093
0.0590098	0.158285
0.066034	0.165403
0.075993	0.166307
0.0788016	0.175905
