1.675	0	-0.000227451	0	3.8147e-06	0	0.000240088	-1.0472	-0.523586	0	-4.00543e-05	1.5708	1.57068	0	0.000512123	
1.676	0	-0.000226974	0	4.29153e-06	0	0.000237465	-1.0472	-0.523581	0	-5.96046e-05	1.5708	1.57065	0	0.000286341	
1.677	0	-0.000226736	0	4.76837e-06	0	0.000234842	-1.0472	-0.523577	0	-7.89165e-05	1.5708	1.57063	0	6.03199e-05	
1.678	0	-0.000226498	0	5.00679e-06	0	0.00023222	-1.0472	-0.523573	0	-9.82285e-05	1.5708	1.5706	0	-0.000165462	
1.679	0	-0.000226259	0	5.24521e-06	0	0.000229597	-1.0472	-0.52357	0	-0.00011754	1.5708	1.57057	0	-0.000391245	
1.68	0	-0.000226021	0	5.48363e-06	0	0.000226974	-1.0472	-0.523568	0	-0.000136852	1.5708	1.57054	0	-0.000616789	
1.681	0	-0.000225782	0	5.72205e-06	0	0.000224352	-1.0472	-0.523569	0	-0.000155926	1.5708	1.57051	0	-0.000842094	
1.682	0	-0.000225544	0	5.96046e-06	0	0.000221729	-1.0472	-0.523572	0	-0.000174999	1.5708	1.57048	0	-0.00106716	
1.683	0	-0.000225306	0	6.19888e-06	0	0.000218868	-1.0472	-0.523578	0	-0.000193834	1.5708	1.57046	0	-0.00129199	
1.684	0	-0.000225067	0	6.67572e-06	0	0.000216007	-1.0472	-0.523587	0	-0.000212669	1.5708	1.57043	0	-0.00151634	
1.685	0	-0.000224829	0	7.15256e-06	0	0.000213385	-1.0472	-0.5236	0	-0.000231266	1.5708	1.5704	0	-0.00174022	
1.686	0	-0.00022459	0	7.62939e-06	0	0.000210762	-1.0472	-0.523617	0	-0.000249863	1.5708	1.57037	0	-0.00196338	
1.687	0	-0.000224352	0	8.10623e-06	0	0.000207901	-1.0472	-0.523638	0	-0.000268221	1.5708	1.57035	0	-0.00218606	
1.688	0	-0.000224113	0	8.58307e-06	0	0.00020504	-1.0472	-0.523664	0	-0.000286341	1.5708	1.57032	0	-0.00240803	
1.689	0	-0.000223875	0	9.05991e-06	0	0.000202417	-1.0472	-0.523695	0	-0.000304461	1.5708	1.5703	0	-0.00262928	
1.69	0	-0.000223637	0	9.53674e-06	0	0.000199795	-1.0472	-0.523732	0	-0.000322342	1.5708	1.57028	0	-0.00284982	
1.691	0	-0.000223398	0	1.00136e-05	0	0.000197172	-1.0472	-0.523775	0	-0.000340223	1.5708	1.57025	0	-0.0030694	
1.692	0	-0.00022316	0	1.04904e-05	0	0.000194311	-1.0472	-0.523823	0	-0.000357866	1.5708	1.57023	0	-0.00328827	
1.693	0	-0.000222921	0	1.12057e-05	0	0.00019145	-1.0472	-0.523879	0	-0.000375032	1.5708	1.57021	0	-0.00350642	
1.694	0	-0.000222683	0	1.19209e-05	0	0.000188828	-1.0472	-0.523941	0	-0.000392199	1.5708	1.57019	0	-0.00372338	
1.695	0	-0.000222445	0	1.26362e-05	0	0.000186205	-1.0472	-0.524009	0	-0.000409126	1.5708	1.57017	0	-0.00393963	
1.696	0	-0.000222206	0	1.33514e-05	0	0.000183582	-1.0472	-0.524086	0	-0.000425816	1.5708	1.57015	0	-0.00415468	
1.697	0	-0.000221729	0	1.40667e-05	0	0.000180721	-1.0472	-0.524169	0	-0.000442266	1.5708	1.57013	0	-0.00436878	
1.698	0	-0.000221252	0	1.4782e-05	0	0.00017786	-1.0472	-0.524261	0	-0.000458479	1.5708	1.57011	0	-0.00458169	
1.699	0	-0.000220776	0	1.54972e-05	0	0.000174999	-1.0472	-0.52436	0	-0.000474453	1.5708	1.57009	0	-0.00479364	
1.7	0	-0.000220299	0	1.62125e-05	0	0.000172138	-1.0472	-0.524468	0	-0.000490189	1.5708	1.57008	0	-0.00500441	
1.701	0	-0.000219822	0	1.69277e-05	0	0.000169277	-1.0472	-0.524584	0	-0.000505686	1.5708	1.57006	0	-0.00521398	
1.702	0	-0.000219345	0	1.78814e-05	0	0.000166416	-1.0472	-0.524709	0	-0.000520706	1.5708	1.57005	0	-0.00542235	
1.703	0	-0.000218868	0	1.88351e-05	0	0.000163555	-1.0472	-0.524843	0	-0.000535727	1.5708	1.57003	0	-0.0056293	
1.704	0	-0.000218391	0	1.97887e-05	0	0.000160694	-1.0472	-0.524985	0	-0.000550508	1.5708	1.57002	0	-0.00583506	
1.705	0	-0.000217676	0	2.07424e-05	0	0.000157833	-1.0472	-0.525137	0	-0.000565052	1.5708	1.57001	0	-0.00603962	
1.706	0	-0.000216961	0	2.16961e-05	0	0.000154972	-1.0472	-0.525298	0	-0.000579357	1.5708	1.57	0	-0.00624275	
1.707	0	-0.000216246	0	2.26498e-05	0	0.000151873	-1.0472	-0.525468	0	-0.000593185	1.5708	1.56999	0	-0.00644469	
1.708	0	-0.00021553	0	2.36034e-05	0	0.000148773	-1.0472	-0.525648	0	-0.000606775	1.5708	1.56998	0	-0.0066452	
