37.04	0	0	0	0	0	0	
37.05	-2.2791e-05	2.15813e-05	-2.84872e-06	-4.06906e-08	3.53315e-06	-0.00011601	
37.06	-0.000219741	0.000103929	0.000393724	1.37089e-05	-0.000442448	-0.0007846	
37.07	-0.000233188	0.000187822	0.000536659	1.51891e-05	-0.000528732	-0.00117057	
37.08	-0.000167048	0.000236397	0.000521554	5.167e-06	-0.000481093	-0.00128109	
37.09	-0.000173858	0.000276485	0.000585105	1.07304e-06	-0.000526762	-0.0015399	
37.1	-0.000218086	0.000335009	0.000712497	5.09752e-06	-0.000608756	-0.0019282	
37.11	-0.000232902	0.000401165	0.000815994	6.11098e-06	-0.000672945	-0.00222974	
37.12	-0.000229893	0.000457811	0.000890383	3.58907e-06	-0.000725771	-0.00245979	
37.13	-0.000237352	0.000507992	0.000963841	2.53475e-06	-0.000764611	-0.00273069	
37.14	-0.000250254	0.000561603	0.00103932	4.13493e-06	-0.000786125	-0.00303342	
37.15	-0.000255523	0.000616827	0.00110774	5.26731e-06	-0.000801522	-0.00331123	
37.16	-0.000254915	0.000667792	0.00116798	4.79171e-06	-0.000815575	-0.00357104	
37.17	-0.000254786	0.000715143	0.00122346	4.10923e-06	-0.000819464	-0.00384126	
37.18	-0.000254996	0.000762205	0.00127464	4.00376e-06	-0.000809851	-0.00411783	
37.19	-0.000253127	0.000808886	0.0013209	4.06445e-06	-0.000792941	-0.00438598	
37.2	-0.000249666	0.000853895	0.00136311	3.35338e-06	-0.000772318	-0.00464763	
37.21	-0.000246078	0.000896931	0.00140214	3.04613e-06	-0.000745362	-0.00491038	
37.22	-0.00024237	0.000937941	0.00143946	3.22959e-06	-0.000714936	-0.00517498	
37.23	-0.000237887	0.000977625	0.00147578	3.22597e-06	-0.000684633	-0.00543588	
37.24	-0.00023302	0.00101538	0.00151219	3.44584e-06	-0.000656123	-0.00569455	
37.25	-0.000228035	0.00105163	0.00154902	3.44009e-06	-0.000630143	-0.00595233	
37.26	-0.000223165	0.00108624	0.00158636	3.15904e-06	-0.000606222	-0.00620901	
37.27	-0.000218307	0.00112023	0.00162394	3.3755e-06	-0.000584136	-0.00646164	
37.28	-0.000213516	0.00115367	0.00166161	3.81589e-06	-0.000563414	-0.00671095	
37.29	-0.000208887	0.0011863	0.00169913	4.3826e-06	-0.000542898	-0.006958	
37.3	-0.000204383	0.00121857	0.00173667	4.58156e-06	-0.000524029	-0.00720066	
37.31	-0.000200018	0.00125066	0.00177429	4.65013e-06	-0.000506373	-0.00743878	
37.32	-0.000196053	0.00128272	0.00181205	5.71735e-06	-0.000489186	-0.00767357	
37.33	-0.00019224	0.00131483	0.00185011	6.25922e-06	-0.000473994	-0.0079034	
37.34	-0.000188665	0.00134677	0.00188871	6.72259e-06	-0.00046126	-0.00812874	
37.35	-0.000185414	0.00137863	0.00192807	7.35181e-06	-0.000451052	-0.00835011	
37.36	-0.000182488	0.00141098	0.00196751	8.44396e-06	-0.000441444	-0.00856631	
37.37	-0.000179731	0.00144315	0.00200744	9.29038e-06	-0.000434463	-0.00877801	
37.38	-0.000177168	0.00147547	0.00204761	1.04024e-05	-0.000428883	-0.00898525	
37.39	-0.000174747	0.00150795	0.00208785	1.13341e-05	-0.00042484	-0.00918791	
37.4	-0.000172388	0.00154063	0.00212779	1.231e-05	-0.000421113	-0.00938581	
37.41	-0.000170041	0.00157314	0.00216739	1.35619e-05	-0.000418076	-0.00957925	
37.42	-0.000167582	0.00160552	0.00220587	1.49252e-05	-0.000413557	-0.00976878	
