-0.08	0.18
-0.0796951	0.178023
-0.0796384	0.176024
-0.0794308	0.174035
-0.0793982	0.172035
-0.0780528	0.170555
-0.0770126	0.168847
-0.0766177	0.166887
-0.0753701	0.165323
-0.0743865	0.163582
-0.0724258	0.163188
-0.0725137	0.16119
-0.0713264	0.15958
-0.0713518	0.15758
-0.0714589	0.155583
-0.0695013	0.155174
-0.0689047	0.153265
-0.0673895	0.151959
-0.0657691	0.150787
-0.065074	0.148912
-0.0630988	0.148597
-0.0618275	0.147053
-0.0610765	0.1452
-0.0614318	0.143232
-0.0607117	0.141366
-0.0595013	0.139773
-0.0593851	0.137777
-0.0576478	0.136786
-0.0559869	0.135672
-0.0553943	0.133762
-0.0544103	0.13202
-0.0530824	0.130525
-0.0514099	0.129428
-0.0505229	0.127636
-0.0488905	0.12648
-0.0481578	0.124619
-0.0493125	0.122986
-0.0501901	0.121189
-0.0515914	0.119762
-0.0516556	0.117763
-0.0515752	0.115765
-0.0504018	0.114145
-0.0492251	0.112528
-0.0488228	0.110569
-0.0488191	0.108569
-0.0479562	0.106764
-0.0470226	0.104996
-0.0454975	0.103702
-0.0450694	0.101748
-0.043724	0.100268
-0.043376	0.0982989
-0.041969	0.0968775
-0.0405943	0.0954249
-0.0391207	0.0940726
-0.0381504	0.0923238
-0.0383946	0.0903387
-0.0381887	0.0883493
-0.0370877	0.0866797
-0.0360902	0.0849462
-0.0362133	0.08295
-0.0356413	0.0810335
-0.0354701	0.0790408
-0.0358491	0.0770771
-0.0374677	0.0759023
-0.0364048	0.0742081
-0.0361382	0.072226
-0.0346583	0.0708806
-0.0337683	0.0690896
-0.0322784	0.0677552
-0.030447	0.0669517
-0.0296682	0.0651095
-0.0277286	0.0646216
-0.0257543	0.0643023
-0.0245521	0.0627039
-0.0235182	0.0609919
-0.0221384	0.0595441
-0.0202183	0.0589845
-0.0185545	0.0600945
-0.0170021	0.0613554
-0.0150541	0.0618083
-0.0131615	0.0624551
-0.0121337	0.0641707
-0.0101546	0.0644592
-0.0098944	0.0664422
-0.00800509	0.0670983
-0.00715438	0.0689084
-0.00523301	0.0683531
-0.00373124	0.069674
-0.00207854	0.0708003
-0.00028942	0.0699064
0.00168139	0.069566
0.00311473	0.0709608
0.00509011	0.070648
0.00690159	0.0714956
0.00854338	0.0703535
0.0104601	0.0709247
0.0114094	0.072685
0.0132012	0.0735734
0.0151052	0.0729611
0.0167695	0.0718519
0.0179907	0.0702681
0.0199305	0.0697809
0.0218099	0.0690969
0.0230905	0.0706331
0.0240265	0.0724005
0.0243881	0.0743676
0.0257908	0.0757932
0.0272165	0.0771958
0.027976	0.079046
0.0291794	0.0806434
0.0310413	0.0813738
0.0319306	0.0831652
0.0338512	0.0837232
0.0350755	0.0853047
0.034422	0.0871949
0.0349213	0.0891316
0.0359594	0.0908411
0.0362863	0.0928142
0.0378483	0.0940633
0.0386157	0.0959102
0.0391708	0.0978316
0.0372956	0.098527
0.0365694	0.10039
0.0375272	0.102146
0.0376468	0.104143
0.0368573	0.10598
0.0381871	0.107474
0.0396272	0.108862
0.0406144	0.110601
0.0410245	0.112559
0.0417286	0.114431
0.0431354	0.115852
0.0451353	0.115868
0.0464331	0.11739
0.0473781	0.119153
0.0490745	0.120212
0.0509794	0.119602
0.0524086	0.121001
0.0526884	0.122982
0.0537272	0.124691
0.0545853	0.126497
0.0565734	0.126279
0.057042	0.128224
0.058016	0.129971
0.0600121	0.129845
0.0607955	0.131685
0.0615342	0.133543
0.0622936	0.135394
0.0628367	0.137318
0.0646588	0.138143
0.0653471	0.140021
0.0669658	0.141196
0.0665706	0.143156
0.0661399	0.145109
0.0668783	0.146968
0.0682198	0.148451
0.0686368	0.150407
0.0687552	0.152404
0.0678296	0.154177
0.0679298	0.156174
0.0688336	0.157958
0.0673948	0.159347
0.0684367	0.161055
0.0683196	0.163051
0.0673903	0.164822
0.0683636	0.166569
0.0703636	0.166564
0.0715292	0.16819
0.0735089	0.167905
0.0755019	0.167738
0.0761907	0.169616
0.0768795	0.171494
0.0757933	0.173173
0.0768425	0.174876
0.0763643	0.176818
0.0777763	0.178234
0.0797736	0.17813
0.0800139	0.180115
