28.32	0	0	0	0	0	0	
28.33	0.000133425	-0.000133046	1.57085e-05	0.000146551	0.000110664	-0.000331133	
28.34	-0.00128412	0.000193306	-0.000583541	-0.000262728	-0.000780267	0.00280401	
28.35	-0.00141606	0.000282618	-0.000752372	-0.000715623	-0.00070137	0.00309975	
28.36	-0.00145632	0.00031807	-0.000805404	-0.000876244	-0.00068445	0.00291622	
28.37	-0.00147002	0.000342098	-0.000830781	-0.000988803	-0.000726457	0.00289077	
28.38	-0.00148525	0.000366594	-0.000829692	-0.00101345	-0.000740803	0.00268935	
28.39	-0.00148785	0.00038623	-0.000819792	-0.00102741	-0.000786754	0.0026435	
28.4	-0.0014952	0.000405489	-0.000801067	-0.000998877	-0.000800934	0.00247303	
28.41	-0.00149652	0.000420623	-0.000787997	-0.000993055	-0.000833241	0.00243791	
28.42	-0.00150473	0.000435834	-0.000778049	-0.000979759	-0.000837092	0.00231142	
28.43	-0.00151021	0.000448758	-0.000778613	-0.00100133	-0.000854419	0.00229545	
28.44	-0.00152181	0.000462385	-0.000783089	-0.00102188	-0.000849873	0.00220669	
28.45	-0.00152961	0.000473686	-0.000793635	-0.00106536	-0.000857811	0.00220046	
28.46	-0.00154027	0.000484865	-0.000802591	-0.00109628	-0.000851176	0.00213086	
28.47	-0.00154534	0.000492918	-0.000811153	-0.00113197	-0.000856119	0.00212066	
28.48	-0.00155208	0.000501544	-0.000814047	-0.00114711	-0.000849807	0.00186008	
28.49	-0.00154992	0.000503568	-0.00081381	-0.00115492	-0.000853199	0.00190842	
28.5	-0.00154597	0.000503229	-0.000808501	-0.00114488	-0.000849897	0.00191526	
28.51	-0.00153845	0.000500178	-0.000800146	-0.00112675	-0.000847357	0.00190305	
28.52	-0.00152888	0.000494949	-0.000789555	-0.0011006	-0.000843237	0.00186966	
28.53	-0.00151768	0.00048805	-0.00077817	-0.00107244	-0.000839337	0.00183259	
28.54	-0.00150593	0.000480279	-0.000767092	-0.00104387	-0.000833355	0.00178626	
28.55	-0.00149407	0.000472237	-0.000756729	-0.00101714	-0.000827925	0.00174413	
