3.827	0.566714	0.566714	0.00845932	-0.0115407	0.651388	0.651388	0.0161143	0.0161143	0.00145493	0.00145493	-0.000165146	-0.000165146	
3.828	0.566714	0.566714	0.00845932	-0.0115386	0.651388	0.651385	0.0161143	0.0161741	0.00145493	0.00146615	-0.000165146	-0.000166451	
3.829	0.566714	0.566714	0.00845932	-0.0115213	0.651388	0.651382	0.0161143	0.0162743	0.00145493	0.0014809	-0.000165146	-0.000168226	
3.83	0.566714	0.566714	0.00845932	-0.0114924	0.651388	0.651379	0.0161143	0.0163942	0.00145493	0.00149744	-0.000165146	-0.000170238	
3.831	0.566714	0.566714	0.00845932	-0.0114558	0.651388	0.651376	0.0161143	0.0165146	0.00145493	0.00151409	-0.000165146	-0.000172264	
3.832	0.566714	0.566714	0.00845932	-0.0114136	0.651388	0.651374	0.0161143	0.0166255	0.00145493	0.00152997	-0.000165146	-0.000174187	
3.833	0.566714	0.566714	0.00845932	-0.011367	0.651388	0.651371	0.0161143	0.016723	0.00145493	0.00154473	-0.000165146	-0.000175962	
3.834	0.566714	0.566714	0.00845932	-0.0113161	0.651388	0.651369	0.0161143	0.016807	0.00145493	0.00155835	-0.000165146	-0.000177577	
3.835	0.566714	0.566715	0.00845932	-0.0112608	0.651388	0.651366	0.0161143	0.0168791	0.00145493	0.00157095	-0.000165146	-0.000179055	
3.836	0.566714	0.566715	0.00845932	-0.0112014	0.651388	0.651364	0.0161143	0.0169411	0.00145493	0.0015827	-0.000165146	-0.000180417	
3.837	0.566714	0.566715	0.00845932	-0.0111374	0.651388	0.651361	0.0161143	0.0169952	0.00145493	0.00159378	-0.000165146	-0.000181686	
3.838	0.566714	0.566716	0.00845932	-0.0110689	0.651388	0.651359	0.0161143	0.0170436	0.00145493	0.00160436	-0.000165146	-0.000182886	
3.839	0.566714	0.566716	0.00845932	-0.0109958	0.651388	0.651356	0.0161143	0.0170878	0.00145493	0.0016146	-0.000165146	-0.000184039	
3.84	0.566714	0.566717	0.00845932	-0.0109182	0.651388	0.651354	0.0161143	0.0171292	0.00145493	0.00162461	-0.000165146	-0.000185154	
3.841	0.566714	0.566717	0.00845932	-0.010836	0.651388	0.651351	0.0161143	0.0171689	0.00145493	0.00163447	-0.000165146	-0.00018625	
3.842	0.566714	0.566718	0.00845932	-0.0107493	0.651388	0.651349	0.0161143	0.0172075	0.00145493	0.00164426	-0.000165146	-0.000187332	
3.843	0.566714	0.566718	0.00845932	-0.0106584	0.651388	0.651346	0.0161143	0.0172459	0.00145493	0.00165404	-0.000165146	-0.000188409	
3.844	0.566714	0.566719	0.00845932	-0.0105632	0.651388	0.651343	0.0161143	0.0172839	0.00145493	0.00166381	-0.000165146	-0.000189485	
3.845	0.566714	0.566719	0.00845932	-0.010464	0.651388	0.651341	0.0161143	0.0173224	0.00145493	0.00167363	-0.000165146	-0.000190566	
3.846	0.566714	0.56672	0.00845932	-0.010361	0.651388	0.651338	0.0161143	0.0173612	0.00145493	0.00168351	-0.000165146	-0.000191646	
3.847	0.566714	0.56672	0.00845932	-0.0102544	0.651388	0.651336	0.0161143	0.0174007	0.00145493	0.00169347	-0.000165146	-0.000192733	
3.848	0.566714	0.566721	0.00845932	-0.0101441	0.651388	0.651333	0.0161143	0.0174408	0.00145493	0.0017035	-0.000165146	-0.000193831	
3.849	0.566714	0.566722	0.00845932	-0.0100307	0.651388	0.651331	0.0161143	0.0174818	0.00145493	0.00171363	-0.000165146	-0.000194936	
3.85	0.566714	0.566722	0.00845932	-0.00991395	0.651388	0.651328	0.0161143	0.0175234	0.00145493	0.00172383	-0.000165146	-0.000196051	
3.851	0.566714	0.566723	0.00845932	-0.00979428	0.651388	0.651326	0.0161143	0.0175656	0.00145493	0.00173411	-0.000165146	-0.000197174	
3.852	0.566714	0.566724	0.00845932	-0.00967178	0.651388	0.651324	0.0161143	0.0176086	0.00145493	0.00174449	-0.000165146	-0.000198306	
3.853	0.566714	0.566724	0.00845932	-0.00954674	0.651388	0.651321	0.0161143	0.0176525	0.00145493	0.00175497	-0.000165146	-0.00019945	
3.854	0.566714	0.566725	0.00845932	-0.00941925	0.651388	0.651319	0.0161143	0.0176969	0.00145493	0.00176552	-0.000165146	-0.000200601	
3.855	0.566714	0.566726	0.00845932	-0.00928932	0.651388	0.651317	0.0161143	0.017742	0.00145493	0.00177614	-0.000165146	-0.00020176	
3.856	0.566714	0.566726	0.00845932	-0.00915723	0.651388	0.651314	0.0161143	0.0177878	0.00145493	0.00178687	-0.000165146	-0.000202929	
3.857	0.566714	0.566727	0.00845932	-0.00902309	0.651388	0.651312	0.0161143	0.0178342	0.00145493	0.00179766	-0.000165146	-0.000204108	
3.858	0.566714	0.566728	0.00845932	-0.00888704	0.651388	0.65131	0.0161143	0.0178812	0.00145493	0.00180854	-0.000165146	-0.000205295	
3.859	0.566714	0.566728	0.00845932	-0.00874935	0.651388	0.651308	0.0161143	0.0179288	0.00145493	0.00181948	-0.000165146	-0.000206487	
3.86	0.566714	0.566729	0.00845932	-0.00860986	0.651388	0.651305	0.0161143	0.0179769	0.00145493	0.00183051	-0.000165146	-0.000207689	
3.861	0.566714	0.56673	0.00845932	-0.00846886	0.651388	0.651303	0.0161143	0.0180256	0.00145493	0.00184161	-0.000165146	-0.000208899	
3.862	0.566714	0.56673	0.00845932	-0.00832659	0.651388	0.651301	0.0161143	0.0180746	0.00145493	0.00185275	-0.000165146	-0.000210114	
3.863	0.566714	0.566731	0.00845932	-0.00818292	0.651388	0.651299	0.0161143	0.0181242	0.00145493	0.00186398	-0.000165146	-0.000211335	
3.864	0.566714	0.566731	0.00845932	-0.00803825	0.651388	0.651297	0.0161143	0.0181741	0.00145493	0.00187526	-0.000165146	-0.000212558	
3.865	0.566714	0.566732	0.00845932	-0.00789246	0.651388	0.651295	0.0161143	0.0182245	0.00145493	0.00188661	-0.000165146	-0.000213791	
3.866	0.566714	0.566733	0.00845932	-0.00774565	0.651388	0.651293	0.0161143	0.0182753	0.00145493	0.00189801	-0.000165146	-0.000215029	
3.867	0.566714	0.566733	0.00845932	-0.00759796	0.651388	0.651291	0.0161143	0.0183263	0.00145493	0.00190946	-0.000165146	-0.000216272	
3.868	0.566714	0.566734	0.00845932	-0.00744967	0.651388	0.651289	0.0161143	0.0183776	0.00145493	0.00192095	-0.000165146	-0.000217522	
3.869	0.566714	0.566735	0.00845932	-0.00730075	0.651388	0.651287	0.0161143	0.0184292	0.00145493	0.0019325	-0.000165146	-0.000218776	
3.87	0.566714	0.566735	0.00845932	-0.00715122	0.651388	0.651286	0.0161143	0.0184811	0.00145493	0.0019441	-0.000165146	-0.000220034	
3.871	0.566714	0.566736	0.00845932	-0.00700121	0.651388	0.651284	0.0161143	0.0185333	0.00145493	0.00195574	-0.000165146	-0.000221296	
3.872	0.566714	0.566737	0.00845932	-0.00685072	0.651388	0.651282	0.0161143	0.0185858	0.00145493	0.00196744	-0.000165146	-0.000222563	
